tracking_number,shipment_date,estimated_delivery,actual_delivery,origin_city,destination_city,weight_kg,pieces,status,customer_email,driver_employee_id,route_code,carrier_tracking_number,delivery_notes
FF-109102,2026-05-01,2026-05-06,,Long Beach,Anaheim,25.52,45,IN_TRANSIT,eescobar@example.net,EMP-049,RT-010,,Result more knowledge many gas wear student.
FF-109103,12/19/2025,12/20/2025,2025-12-25,Riverside,Ontario,6.22,29,DELIVERED,millerkelly@example.com,EMP-046,RT-013,,
FF-109104,2022-04-13,04/17/2022,,San Bernardino,Fontana,52.5,47,PICKED_UP,cjackson@example.net,EMP-045,RT-002,,Of edge large particular image bring son sign a record.
FF-109105,05/30/2025,2025-06-04,06/02/2025,Corona,Los Angeles,71.62,11,DELIVERED,zjordan@example.net,EMP-019,RT-009,,Tough address space born single picture grow difficult act grow.
FF-109106,2024-07-28,2024-07-31,,Riverside,Los Angeles,21.86,43,PENDING,rebeccachapman@example.org,EMP-040,RT-005,,
FF-109107,2023-08-07,2023-08-11,,Los Angeles,San Bernardino,9.78,13,PICKED_UP,elaine75@example.com,EMP-012,RT-020,,Important majority heart five space certainly though movement.
FF-109108,2025-08-31,2025-09-04,09/05/2025,San Bernardino,Corona,6.28,8,DELIVERED,smyers@example.com,EMP-033,RT-027,CTN679496285,Keep manager box message as environmental what author.
FF-109109,12/15/2025,12/19/2025,,Ontario,Long Beach,30.63,24,PENDING,emilychapman@example.org,EMP-037,RT-028,,
FF-109110,07/13/2023,2023-07-14,2023-07-13,Long Beach,Anaheim,9.84,37,DELIVERED,fosterkeith@example.com,EMP-037,RT-028,,Herself become different cup follow.
FF-109111,2024-04-20,04/22/2024,,Fontana,Irvine,73.28,42,CANCELLED,kennethjordan@example.com,EMP-043,RT-015,,Wind official decade style minute become.
FF-109112,2026-01-13,2026-01-15,2026-01-19,Anaheim,Ontario,35.9,8,DELIVERED,matthewrowe@example.com,EMP-024,RT-004,,
FF-109113,01/07/2025,2025-01-09,2025-01-10,Long Beach,Pomona,27.14,21,DELIVERED,rwhite@example.com,EMP-027,RT-015,,
FF-109114,2022-06-10,2022-06-15,,Riverside,Fontana,78.5,21,IN_TRANSIT,lopezerica@example.com,EMP-022,RT-030,,Campaign three dark young.
FF-109115,2025-08-21,2025-08-25,,Corona,Irvine,9.18,34,IN_TRANSIT,erinunderwood@example.net,EMP-018,RT-006,,Marriage later between wife our.
FF-109116,2022-11-09,2022-11-14,2022-11-18,Corona,Riverside,10.22,33,DELIVERED,dorothychung@example.org,EMP-030,RT-017,CTN693273020,No hour hair some class pick.
FF-109117,2023-03-15,2023-03-18,,Riverside,Anaheim,173.81,24,PENDING,ruizjuan@example.org,EMP-039,RT-020,,Have worker small college course fear act must where product behind.
FF-109118,2021-09-01,2021-09-02,,Ontario,Fontana,49.31,20,PICKED_UP,dillon61@example.org,EMP-028,RT-016,,Sense first fear either street should chance.
FF-109119,2025-10-11,2025-10-12,,Irvine,Los Angeles,83.11,15,PICKED_UP,laura36@example.net,EMP-040,RT-011,,
FF-109120,2022-01-25,2022-01-27,,Irvine,Pomona,59.16,5,DELAYED,amy64@example.org,EMP-026,RT-004,CTN371331639,Boy environment health serve.
FF-109121,2024-08-01,2024-08-02,08/05/2024,Long Beach,Anaheim,123.13,26,DELIVERED,barbarathomas@example.net,EMP-025,RT-010,,Short picture many artist.
FF-109122,2026-04-24,2026-04-25,2026-04-25,Corona,Long Beach,68.9,9,DELIVERED,carolinepittman@example.com,EMP-002,RT-004,CTN695185338,It follow heart.
FF-109123,2025-04-21,04/25/2025,,Los Angeles,Pomona,9.59,8,PENDING,julie45@example.net,EMP-016,RT-020,CTN585154647,Want country science music article institution reduce because movie capital western.
FF-109124,2023-07-05,07/10/2023,07/15/2023,Fontana,Irvine,41.49,11,DELIVERED,brian66@example.com,EMP-012,RT-018,,
FF-109125,04/10/2024,2024-04-15,,Fontana,Los Angeles,75.25,2,CANCELLED,jacquelinehudson@example.com,EMP-044,RT-008,,Trip language throughout computer detail husband star tree ability interesting sea current write company need.
FF-109126,2022-05-27,05/31/2022,06/04/2022,Ontario,Corona,8.06,30,DELIVERED,sabrinahancock@example.net,EMP-024,RT-020,,So use change expect history share.
FF-109127,2023-08-21,2023-08-22,,Los Angeles,Pomona,25.3,11,OUT_FOR_DELIVERY,joannamccoy@example.com,EMP-014,RT-013,,Who at majority type study dinner traditional identify notice whatever walk late improve.
FF-109128,2022-10-21,2022-10-24,,San Bernardino,Fontana,62.52,37,DELAYED,jamie12@example.com,EMP-016,RT-017,CTN626676584,Major heart adult.
FF-109129,2025-05-19,2025-05-21,2025-05-23,Ontario,San Bernardino,9.75,34,DELIVERED,smithchristina@example.net,EMP-026,RT-023,,How Congress but tree authority much black approach total fire management movement.
FF-109130,2023-11-30,2023-12-05,,San Bernardino,Anaheim,37.42,39,IN_TRANSIT,jacob33@example.com,EMP-038,RT-009,,What thus should it reveal quite.
FF-109131,08/14/2021,2021-08-15,08/16/2021,Los Angeles,Irvine,11.32,40,DELIVERED,elizabethharrington@example.com,EMP-004,RT-028,CTN687895722,
FF-109132,08/04/2025,08/07/2025,,Long Beach,Los Angeles,25.4,45,DELAYED,scottcarla@example.com,EMP-017,RT-008,CTN961722238,
FF-109133,2024-06-26,06/28/2024,,Los Angeles,Ontario,1.88,14,IN_TRANSIT,tharrison@example.net,EMP-026,RT-028,CTN628413445,Each however with national somebody minute statement west.
FF-109134,05/02/2026,2026-05-03,,San Bernardino,Pomona,14.4,10,IN_TRANSIT,xmccarthy@example.org,EMP-005,RT-006,,Ask choose entire happy today teach.
FF-109135,2024-01-06,2024-01-08,,Irvine,San Bernardino,29.03,8,PENDING,brewerderek@example.net,EMP-035,RT-010,,
FF-109136,2023-12-31,2024-01-02,,Pomona,Long Beach,45.37,10,IN_TRANSIT,bernardpaula@example.com,EMP-020,RT-008,,
FF-109137,2022-02-28,03/03/2022,,Riverside,Corona,45.05,14,PICKED_UP,martincarolynexample.com,EMP-034,RT-011,,Beautiful international war ball environment only try record boy despite radio very.
FF-109138,09/04/2021,2021-09-09,09/11/2021,Los Angeles,Long Beach,29.3,37,DELIVERED,gnorris@example.org,EMP-027,RT-027,,
FF-109139,2022-04-11,04/16/2022,,Pomona,Anaheim,37.58,29,PICKED_UP,eugenebrown@example.com   ,EMP-003,RT-030,,Region beautiful interview shake look suffer which share car improve others be.
FF-109140,2022-11-22,11/24/2022,,Corona,Los Angeles,12.92,27,IN_TRANSIT,juliemartinez@example.com,EMP-043,RT-023,CTN976155602,
FF-109141,02/14/2022,2022-02-16,2022-02-14,Fontana,San Bernardino,25.61,1,DELIVERED,melissa52@example.net,EMP-045,RT-013,,
FF-109142,2023-09-23,09/25/2023,2023-09-26,Riverside,Fontana,41.31,26,DELIVERED,misty86@example.org,EMP-007,RT-013,,Teacher central cold audience loss around.
FF-109143,10/04/2024,10/05/2024,2024-10-06,Irvine,Ontario,10.77,37,DELIVERED,susan07@example.com,EMP-028,RT-010,CTN554532946,Room account lot nor they even city help campaign.
FF-109144,2022-09-23,09/26/2022,,Los Angeles,Pomona,66.52,2,IN_TRANSIT,dbradley@example.com,EMP-048,RT-004,,
FF-109145,2024-08-24,2024-08-28,,Los Angeles,Riverside,82.66,35,PENDING,douglasrowe@example.com,EMP-004,RT-006,CTN960235315,Let art increase until hit.
FF-109146,2023-01-07,2023-01-11,,Corona,Riverside,5.51,9,IN_TRANSIT,stephensjanice@example.com,EMP-002,RT-022,,Successful career beautiful shake tough pull billion.
FF-109147,2023-01-12,2023-01-16,,Ontario,Long Beach,19.25,15,OUT_FOR_DELIVERY,david65@example.org,EMP-038,RT-018,CTN400849742,
FF-109148,2022-09-10,2022-09-15,,San Bernardino,Ontario,11.44,21,OUT_FOR_DELIVERY,anthonyroth@example.com,EMP-007,RT-011,CTN717525416,
FF-109149,2021-07-03,07/04/2021,,Pomona,Anaheim,4.62,43,PENDING,christinesimon@example.com,EMP-037,RT-004,,Live forward when might carry.
FF-109150,2023-02-21,02/23/2023,,San Bernardino,Los Angeles,6.83,21,IN_TRANSIT,melissa42@example.com,EMP-026,RT-021,,
FF-109151,12/10/2023,12/14/2023,,Riverside,Irvine,14.96,31,PICKED_UP,honeill@example.net,EMP-041,RT-017,,
FF-109152,2026-03-15,03/18/2026,,Corona,Long Beach,110.26,43,DELAYED,debra16@example.net,EMP-046,RT-013,CTN142036716,Yourself American as news.
FF-109153,2025-10-29,2025-10-31,11/01/2025,Long Beach,Los Angeles,88.04,17,DELIVERED,michael48@example.net,EMP-038,RT-009,CTN507243839,
FF-109154,2024-07-02,2024-07-03,,Pomona,Long Beach,95.63,34,IN_TRANSIT,walkerrichard@example.net,EMP-017,RT-016,CTN733979496,
FF-109155,2026-01-23,2026-01-25,,San Bernardino,Corona,6.85,12,IN_TRANSIT,wwilson@example.com,EMP-008,RT-024,,
FF-109156,2025-01-13,2025-01-18,,Los Angeles,Riverside,53.08,25,PENDING,natalie58@example.com,EMP-007,RT-011,,Financial class Congress very year hospital.
FF-109157,06/26/2023,2023-06-27,,Long Beach,Ontario,42.13,5,IN_TRANSIT,rowlandalyssa@example.com,EMP-048,RT-026,,
FF-109158,2026-02-17,2026-02-21,,Fontana,Irvine,56.83,15,DELAYED,davidmckee@example.org,EMP-004,RT-030,,
FF-109159,2024-01-14,2024-01-16,,Fontana,Ontario,41.62,9,IN_TRANSIT,chandlerbrendan@example.com,EMP-007,RT-019,,
FF-109160,06/04/2021,2021-06-07,,Pomona,Ontario,161.45,33,PICKED_UP,spencerronald@example.org,EMP-044,RT-005,,Economic perhaps least between each manage no seat reality.
FF-109161,2024-09-27,2024-10-01,,Los Angeles,Long Beach,25.64,5,IN_TRANSIT,courtney02@example.com,EMP-006,RT-019,,Choice accept gas read.
FF-109162,2021-11-20,11/24/2021,,Anaheim,San Bernardino,34.54,20,IN_TRANSIT,barbara13@example.net,EMP-033,RT-019,,Seek my author new.
FF-109163,06/22/2023,2023-06-24,,Anaheim,Long Beach,27.11,3,PICKED_UP,tonyahuber@example.com,EMP-023,RT-026,,Vote while phone.
FF-109164,2024-11-26,11/28/2024,11/30/2024,Fontana,Irvine,7.06,11,DELIVERED,nolanjonathan@example.org,EMP-043,RT-014,CTN637114368,
FF-109165,2025-04-18,2025-04-22,,Fontana,Los Angeles,31.87,20,IN_TRANSIT,ufriedman@example.com,EMP-040,RT-013,,Movement both approach ability call sell seem some protect especially American media enough.
FF-109166,2026-03-04,2026-03-07,,Ontario,Fontana,43.09,45,DELAYED,russellhubbard@example.com,EMP-028,RT-023,,Commercial man note three.
FF-109167,2023-06-10,06/11/2023,,Long Beach,Corona,73.62,26,IN_TRANSIT,william55@example.net,EMP-046,RT-003,,Western professional three.
FF-109168,2021-11-14,2021-11-15,,Riverside,Corona,22.92,9,IN_TRANSIT,cryan@example.net,EMP-033,RT-011,CTN738637884,
FF-109169,03/15/2023,2023-03-19,,Corona,Riverside,195.75,45,IN_TRANSIT,psanchez@example.net,EMP-026,RT-018,,
FF-109170,12/27/2022,2022-12-28,,Los Angeles,Fontana,6.6,47,IN_TRANSIT,tsimmons@example.org,EMP-048,RT-027,,Why production end choose choice financial ten return win debate.
FF-109171,2021-11-10,2021-11-11,11/11/2021,Corona,Pomona,36.63,42,DELIVERED,,EMP-021,RT-029,,Include whether tax seem center trial direction.
FF-109172,2025-09-12,2025-09-17,,Corona,Irvine,124.23,35,PICKED_UP,andrea10@example.com,EMP-031,RT-014,,Art fall technology important suffer physical accept record them.
FF-109173,2023-09-07,2023-09-11,,Anaheim,Riverside,9.0,36,IN_TRANSIT,xjohnson@example.org,EMP-015,RT-029,,Loss sport sense sure successful town.
FF-109174,04/14/2023,04/17/2023,2023-04-20,Corona,Irvine,14.56,14,DELIVERED,judith23@example.com,EMP-019,RT-013,CTN421862367,
FF-109175,2022-03-31,04/01/2022,,Pomona,Anaheim,11.38,31,OUT_FOR_DELIVERY,kduran@example.org,EMP-023,RT-028,,
FF-109176,03/20/2022,2022-03-23,,Pomona,Ontario,95.76,17,IN_TRANSIT,fergusontara@example.net,EMP-014,RT-002,,Food could large water manager new.
FF-109177,2025-10-23,10/24/2025,10/28/2025,Fontana,Ontario,6.13,37,DELIVERED,bwashington@example.org,EMP-031,RT-005,,Occur mind without second offer result some sister high require move focus.
FF-109178,2023-11-07,2023-11-12,,Pomona,Corona,20.58,26,PENDING,deborahmcguire@example.org,EMP-013,RT-028,CTN412408207,Go determine help state know turn.
FF-109179,2023-09-11,09/13/2023,,Riverside,Ontario,7.25,25,DELAYED,brendan92@example.org,EMP-024,RT-006,,Education teacher price tax.
FF-109180,2025-12-31,2026-01-02,,Pomona,Corona,47.67,8,DELAYED,bkirk@example.net,EMP-012,RT-026,,After themselves your if and heavy him letter never senior interesting cut.
FF-109181,2022-04-22,2022-04-27,2022-04-29,Ontario,Corona,284.18,19,DELIVERED,smithjames@example.org,EMP-020,RT-014,,Happen read mean leave hold key.
FF-109182,2021-11-26,2021-11-27,2021-11-27,Pomona,Riverside,10.89,34,DELIVERED,amber13@example.net,EMP-001,RT-017,CTN960240525,Certain major.
FF-109183,2023-02-08,2023-02-11,,Ontario,Corona,65.81,34,PICKED_UP,stephanie29@example.com,EMP-045,RT-014,CTN541505411,Modern pattern describe near somebody recent their writer themselves box.
FF-109184,2025-05-20,2025-05-24,,Ontario,Pomona,29.75,38,IN_TRANSIT,briannamorris@example.org,EMP-033,RT-008,CTN555647352,Arm environment probably bad.
FF-109185,07/21/2024,2024-07-26,,San Bernardino,Irvine,17.41,44,OUT_FOR_DELIVERY,markandersen@example.com,EMP-043,RT-018,,Argue spend television author serious such measure.
FF-109186,08/20/2024,2024-08-21,,Pomona,Anaheim,30.94,23,OUT_FOR_DELIVERY,rwoods@example.org,EMP-019,RT-026,,Mouth watch short it hair sign ability customer word ground wait watch party pass card.
FF-109187,08/12/2023,2023-08-16,2023-08-04,Long Beach,Corona,13.73,41,DELIVERED,williamssabrina@example.net,EMP-034,RT-004,CTN560398352,Cover moment sit all mother.
FF-109188,2025-09-23,2025-09-25,,Riverside,San Bernardino,89.17,7,IN_TRANSIT,usanchez@example.org,EMP-044,RT-004,,Hope whole people window.
FF-109189,2022-05-24,2022-05-25,,Pomona,Ontario,30.0,16,PICKED_UP,laurenstewart@example.org,EMP-030,RT-023,CTN214029969,Together mind action believe others.
FF-109190,10/25/2024,2024-10-27,,Long Beach,Fontana,46.24,2,PICKED_UP,hgonzalez@example.net,EMP-013,RT-018,,
FF-109191,2024-09-24,2024-09-28,,Corona,Los Angeles,108.29,40,PENDING,margarethopkins@example.org,EMP-025,RT-029,,Pay draw mouth charge yourself left give you red five front plan with than.
FF-109192,2024-09-07,2024-09-08,,Long Beach,Pomona,88.05,2,IN_TRANSIT,angela95@example.net,EMP-050,RT-015,CTN470360475,
FF-109193,2021-06-05,06/06/2021,,Long Beach,Ontario,59.4,44,PICKED_UP,fbarber@example.net,EMP-007,RT-010,,Plant participant song call wonder mission my source attorney third billion turn we.
FF-109194,2023-01-30,02/03/2023,,Ontario,Long Beach,243.77,36,CANCELLED,annettesharp@example.com,EMP-032,RT-003,CTN271561326,Certainly make put certain.
FF-109195,2021-12-31,2022-01-01,,Irvine,Los Angeles,57.71,25,OUT_FOR_DELIVERY,ramirezjustin@example.net,EMP-034,RT-011,,
FF-109196,09/03/2021,09/06/2021,,Long Beach,Anaheim,13.59,41,PENDING,tylerreyes@example.net,EMP-029,RT-004,CTN645845243,
FF-109197,2024-12-09,2024-12-14,2024-12-18,Corona,Riverside,37.07,3,DELIVERED,colemanlarry@example.org,EMP-010,RT-019,CTN402071182,
FF-109198,2025-03-06,03/07/2025,03/12/2025,Fontana,Anaheim,64.33,26,DELIVERED,danielleharris@example.net,EMP-029,RT-013,,Almost allow community outside rise bar.
FF-109199,07/18/2024,2024-07-22,2024-07-21,Ontario,Irvine,12.99,21,DELIVERED,,EMP-015,RT-011,CTN289158202,
FF-109200,2026-03-08,2026-03-09,,Irvine,Riverside,171.6,17,OUT_FOR_DELIVERY,rebecca06@example.org,EMP-048,RT-013,,Both letter house dark any partner image.
FF-109201,2022-03-24,2022-03-26,,San Bernardino,Los Angeles,124.29,26,DELAYED,njones@example.net,EMP-004,RT-002,,Finish really deep although performance their.
FF-109202,2023-10-16,10/21/2023,,Los Angeles,Fontana,85.48,15,PICKED_UP,pking@example.org,EMP-021,RT-027,,Factor side stage ready risk campaign bit across walk avoid home friend difference fast.
FF-109203,2025-03-02,2025-03-04,,San Bernardino,Fontana,188.23,39,OUT_FOR_DELIVERY,mullendavid@example.org,EMP-022,RT-023,,
FF-109204,2025-08-02,08/07/2025,,Riverside,Los Angeles,16.21,50,DELAYED,deannaholland@example.org,EMP-027,RT-024,,
FF-109205,11/19/2023,2023-11-20,11/21/2023,Pomona,Anaheim,170.35,11,DELIVERED,timothybooker@example.net,EMP-022,RT-018,CTN115170712,Write especially will hope clear us daughter have physical.
FF-109206,2023-09-04,2023-09-06,09/06/2023,Pomona,Fontana,63.27,22,DELIVERED,marvinmartinez@example.net,EMP-041,RT-010,CTN624995140,Lead leader their teach machine.
FF-109207,2022-11-12,2022-11-16,2022-11-17,Pomona,Fontana,30.03,6,DELIVERED,xgutierrez@example.org,EMP-004,RT-027,,Sell yeah then great rule turn of PM personal.
FF-109208,2024-08-25,2024-08-30,,Long Beach,Los Angeles,32.07,8,PENDING,justin51@example.com,EMP-016,RT-027,,Father vote seem drive lose network most value south information according argue.
FF-109209,2024-03-26,2024-03-28,,Los Angeles,Irvine,28.89,34,OUT_FOR_DELIVERY,cindy82@example.com,EMP-033,RT-014,,
FF-109210,2022-03-09,03/11/2022,,San Bernardino,Anaheim,147.07,41,IN_TRANSIT,gallaghercarla@example.org,EMP-008,RT-026,,
FF-109211,2021-09-14,2021-09-15,09/15/2021,Corona,Long Beach,101.84,36,DELIVERED,ndelgado@example.org,EMP-042,RT-013,CTN629261364,Left trade member mention area start a citizen true realize property factor unit value who.
FF-109212,01/17/2023,2023-01-20,,Riverside,Long Beach,26.84,5,PICKED_UP,robertward@example.net,EMP-026,RT-017,,Also become stand mission eight per seem since mouth nearly themselves.
FF-109213,06/09/2023,2023-06-12,2023-06-15,Pomona,Riverside,60.5,22,DELIVERED,ahouse@example.com,EMP-017,RT-009,CTN293787371,Star fear instead establish.
FF-109214,2024-08-14,2024-08-16,2024-08-18,Pomona,San Bernardino,21.15,28,DELIVERED,jennasnyder@example.org,EMP-013,RT-001,,
FF-109215,2025-03-10,2025-03-11,2025-03-13,Riverside,Fontana,20.27,50,DELIVERED,raymondeileen@example.org,EMP-034,RT-009,,
FF-109216,2024-08-17,2024-08-21,,Pomona,Los Angeles,45.53,18,OUT_FOR_DELIVERY,amymoore@example.com,EMP-020,RT-028,,Note animal sing tough movement while memory prove.
FF-109217,2022-12-15,2022-12-16,2022-12-15,Anaheim,Corona,74.14,45,DELIVERED,jeremiah74@example.com,EMP-015,RT-018,,Perhaps agent three sit.
FF-109218,03/24/2026,2026-03-28,,Pomona,San Bernardino,28.29,1,PENDING,lori05@example.net,EMP-044,RT-016,,
FF-109219,01/27/2025,02/01/2025,,Pomona,Long Beach,38.22,3,IN_TRANSIT,tommyfoley@example.net,EMP-037,RT-028,CTN966093603,
FF-109220,2025-05-19,05/20/2025,,Long Beach,Pomona,88.92,21,IN_TRANSIT,xwilliams@example.com,EMP-022,RT-004,CTN824204009,Growth most itself million anything radio go.
FF-109221,2022-01-30,2022-01-31,,Corona,Ontario,106.33,4,DELAYED,iruiz@example.com,EMP-045,RT-022,,Oil yard hard several against save west think usually mouth.
FF-109222,05/07/2022,05/11/2022,,Pomona,Anaheim,4.76,48,PENDING,chloe83@example.com,EMP-019,RT-008,,Stuff college shoulder child.
FF-109223,2022-05-06,2022-05-08,,San Bernardino,Los Angeles,24.97,40,PICKED_UP,carmstrong@example.com,EMP-017,RT-022,CTN655939495,Large above protect recent see maintain nice answer sea blood American keep who establish after cut.
FF-109224,2025-08-01,2025-08-06,,Anaheim,Corona,189.36,34,PICKED_UP,mmays@example.com,EMP-001,RT-026,CTN531096196,Baby rock rise of culture together.
FF-109225,11/05/2022,11/09/2022,2022-11-11,Long Beach,Irvine,56.58,43,DELIVERED,qward@example.org,EMP-013,RT-021,CTN953440810,
FF-109226,2023-10-11,2023-10-15,,Pomona,Irvine,30.53,45,DELAYED,jason94@example.org,EMP-040,RT-021,,
FF-109227,2025-10-03,2025-10-06,2025-10-05,Anaheim,Los Angeles,24.63,8,DELIVERED,alexandrarowe@example.org,EMP-047,RT-010,CTN869304113,Fall day nation wrong.
FF-109228,04/28/2025,2025-05-03,,Long Beach,Los Angeles,190.01,27,PENDING,sydneycole@example.net,EMP-015,RT-010,CTN904176102,Trouble set blood less four knowledge movie suddenly travel travel he doctor catch she tonight bill.
FF-109229,2025-07-06,2025-07-11,,San Bernardino,Fontana,292.13,11,OUT_FOR_DELIVERY,david15@example.com,EMP-036,RT-025,CTN143753528,Truth must parent among know sing history young arrive people.
FF-109230,2024-07-05,2024-07-07,,Pomona,Fontana,20.85,25,PENDING,rrodriguez@example.org,EMP-046,RT-027,,Successful here place style.
FF-109231,2025-12-25,2025-12-26,,Corona,Ontario,12.61,8,IN_TRANSIT,medinajoe@example.net,EMP-021,RT-017,,Body thing address write show though.
FF-109232,2022-11-28,12/02/2022,,Ontario,Pomona,108.6,11,PENDING,erin86@example.net,EMP-016,RT-005,,
FF-109233,03/22/2025,2025-03-23,2025-03-27,Pomona,Corona,54.5,23,DELIVERED,reidkenneth@example.com,EMP-006,RT-006,CTN307388982,
FF-109234,2022-10-10,10/14/2022,,Pomona,Corona,31.92,22,IN_TRANSIT,michaelmcbride@example.com,EMP-027,RT-019,CTN447182465,Mean even beautiful girl some tax work expert drop general treatment more.
